"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
44433,"UKKT","small_airport","Svyatoshyn Airport",50.47888946533203,30.385833740234375,582,"EU","UA","UA-32","Svyatoshyn","no","UKKT",,,,,
302309,"UKKV","small_airport","Zhytomyr Airport",50.270556,28.738611,,"EU","UA","UA-18",,"no","UKKV","ZTR",,,"http://en.wikipedia.org/wiki/Zhytomyr_Airport",
28146,"UKLC","small_airport","Lutsk Airport",50.678404110299994,25.487165451,774,"EU","UA","UA-07","Lutsk","no","UKLC","UCK",,,"http://en.wikipedia.org/wiki/Lutsk_Airport",
6420,"UKLH","medium_airport","Khmelnytskyi Airport",49.35969924926758,26.933399200439453,1150,"EU","UA","UA-68","Khmelnytskyi","no","UKLH","HMJ","UK62",,"http://en.wikipedia.org/wiki/Khmelnytskyi_Ruzhichnaya_Airport","Khmelnitskiy, Khmelnytskyi Ruzhichnaya"
6480,"UKLI","medium_airport","Ivano-Frankivsk International Airport",48.88420104980469,24.686100006103516,919,"EU","UA","UA-26","Ivano-Frankivsk","yes","UKLI","IFO",,"http://www.aeroportifua.ifrastudio.com/index.php?area=2","http://en.wikipedia.org/wiki/Ivano-Frankivsk_International_Airport","Міжнародний аеропорт Івано-Франківськ"
6481,"UKLL","medium_airport","Lviv International Airport",49.8125,23.956100463867188,1071,"EU","UA","UA-46","Lviv","yes","UKLL","LWO",,"http://www.airport.lviv.ua/index.php?id=home&L=1","http://en.wikipedia.org/wiki/Lviv_International_Airport","Міжнародний аеропорт ""Львів"""
6482,"UKLN","medium_airport","Chernivtsi International Airport",48.259300231933594,25.98080062866211,826,"EU","UA","UA-77","Chernivtsi","yes","UKLN","CWC",,,"http://en.wikipedia.org/wiki/Chernivtsi_International_Airport",
6483,"UKLR","medium_airport","Rivne International Airport",50.60710144042969,26.141599655151367,755,"EU","UA","UA-19","Rivne","yes","UKLR","RWN",,"http://www.aeroport.rv.ua/","http://en.wikipedia.org/wiki/Rivne_International_Airport","Міжнародний аеропорт ""Рівне"""
6484,"UKLT","small_airport","Ternopil International Airport",49.524200439453125,25.70009994506836,1072,"EU","UA","UA-61","Ternopil","no","UKLT","TNL",,,"http://en.wikipedia.org/wiki/Ternopil_Airport",
6485,"UKLU","medium_airport","Uzhhorod International Airport",48.634300231933594,22.263399124145508,383,"EU","UA","UA-21","Uzhhorod","yes","UKLU","UDJ",,,"http://en.wikipedia.org/wiki/Uzhhorod_International_Airport","Міжнародний аеропорт ""Ужгород"""
32534,"UKOH","small_airport","Chernobayevka Airport",46.6758003235,32.506401062,148,"EU","UA","UA-65","Kherson","yes","UKOH","KHE",,,,
44434,"UKOI","small_airport","Izmail Airport",45.391666412353516,28.801666259765625,125,"EU","UA","UA-51","Izmail","no","UKOI",,,,,
44435,"UKOM","small_airport","Limans'Ke Airport",46.669166564941406,30.011110305786133,158,"EU","UA","UA-51","Limans'Ke","no","UKOM",,,,,
6486,"UKON","medium_airport","Mykolaiv International Airport",47.057899475097656,31.9197998046875,184,"EU","UA","UA-48","Nikolayev","no","UKON","NLV",,"http://www.airport.nikolaev.ua/","http://en.wikipedia.org/wiki/Mykolaiv_Airport","Nikolayev Airport, Nikolaev Airport, Аэропорт Николаев"
6487,"UKOO","large_airport","Odessa International Airport",46.42679977416992,30.67650032043457,172,"EU","UA","UA-51","Odessa","yes","UKOO","ODS",,"http://www.airport.od.ua/","http://en.wikipedia.org/wiki/Odessa_International_Airport","Odesa Central, Міжнародний аеропорт Одеса"
32535,"UKRR","closed","Chernihiv Shestovitsa Airport",51.4021987915,31.1583003998,446,"EU","UA","UA-74","Chernigow","no","UKKL","CEJ",,,"http://en.wikipedia.org/wiki/Chernihiv_Shestovitsa_Airport",
315770,"UKVN","small_airport","Nalivaykovka",50.479167,29.735833,,"EU","UA","UA-32",,"no","UKVN",,,"http://aeroprakt.org",,
30535,"UKWW","small_airport","Vinnytsia/Gavyryshivka Airport",49.242531,28.613778,961,"EU","UA","UA-05","Vinnitsa","no","UKWW","VIN",,,,"Gavrishevka Airport, Gavrishivka Airport, Аэропорт Гавришевка , Аэропорт Гавришiвка"
6488,"ULAA","medium_airport","Talagi Airport",64.60030364990234,40.71670150756836,62,"EU","RU","RU-ARK","Archangelsk","yes","ULAA","ARH",,,"http://en.wikipedia.org/wiki/Talagi_Airport","Арха́нгельск, Archangel"
42916,"ULAE","small_airport","Mezen Airport",65.87833404541016,44.21500015258789,46,"EU","RU","RU-ARK","Mezen","no","ULAE",,,,"http://en.wikipedia.org/wiki/Mezen_Airport","Аэропорт Мезень"
35124,"ULAH","small_airport","Vaskovo Airport",64.44170379639999,40.421699523899996,82,"EU","RU","RU-ARK","Arkhangelsk","no","ULAH",,,,"http://en.wikipedia.org/wiki/Vaskovo_Airport","Аэропорт Архангельск Васьково, УЛАХ"
43016,"ULAK","medium_airport","Severomorsk-1 Naval Air Base",69.03166961669922,33.418331146240234,239,"EU","RU","RU-MUR","Severomorsk","no","ULAK",,,,"http://en.wikipedia.org/wiki/Severomorsk-1",
44768,"ULAL","small_airport","Leshukonskoye Airport",64.8960037231,45.7229995728,220,"EU","RU","RU-ARK","Leshukonskoye","yes","ULAL","LDG",,,"http://en.wikipedia.org/wiki/Leshukonskoye_Airport","Leshukonskoe Airport, Аэропорт Лешуконское"
32040,"ULAM","medium_airport","Naryan Mar Airport",67.63999938964844,53.12189865112305,36,"EU","RU","RU-NEN","Naryan Mar","yes","ULAM","NNM",,,"http://en.wikipedia.org/wiki/Naryan-Mar_Airport","Нарья́н-Мар"
44850,"ULAN","small_airport","Shenkursk Airport",62.117000579833984,42.882999420166016,,"EU","RU","RU-ARK","Shenkursk","no","ULAN",,,,,"Nikiforovskaya Airport, Аэропорт Шенкурск, Аэропорт Никифоровская"
46485,"ULAO","small_airport","Onega Airport",63.9111140154,38.1258201599,59,"EU","RU","RU-ARK","Onega","no","ULAO",,,,,"Аэропорт Онега, УЛАО"
44754,"ULAP","small_airport","Karpogory Airport",64.0130004883,44.4550018311,,"EU","RU","RU-ARK","Karpogory","no","ULAP",,,,,"Аэропорт Карпогоры, УЛАП"
44755,"ULAR","small_airport","Kargopol Airport",61.5099983215,38.9249992371,420,"EU","RU","RU-ARK","Kargopol","no","ULAR",,,,,"Аэропорт Каргополь, УЛАР"
42918,"ULAS","small_airport","Solovki Airport",65.0299987793,35.7333335876,60,"EU","RU","RU-ARK","Solovetsky Islands","yes","ULAS","CSH",,,"http://en.wikipedia.org/wiki/Solovki_Airport","Аэропорт Соловки, УЛАС"
44756,"ULAT","small_airport","Pertominsk Airport",64.7900009155,38.4199981689,56,"EU","RU","RU-ARK","Pertominsk","no","ULAT",,,,,"Аэропорт Пертоминск, УЛАТ"
44775,"ULAV","small_airport","Nizhnyaya Pesha Airport",66.75299835205078,47.74300003051758,32,"EU","RU","RU-NEN","Nizhnyaya Pesha","no","ULAV",,,,,"Аэропорт Нижняя Пеша"
30819,"ULBC","medium_airport","Cherepovets Airport",59.273601532,38.015800476100004,377,"EU","RU","RU-VLG","Cherepovets","yes","ULWC","CEE",,,"http://en.wikipedia.org/wiki/Cherepovets_Airport","УЛВЦ, Череповец"
44759,"ULBL","small_airport","Lopshenga Airport",64.9800033569,37.6930007935,49,"EU","RU","RU-ARK","Lopshenga","no","ULBL",,,"http://www.aviapages.ru/airports/17973931010137965.shtml",,"Аэропорт Лопшеньга, УЛБЛ"
46484,"ULBM","small_airport","Purnema Airport",64.3854002577,37.441234588600004,131,"EU","RU","RU-ARK","Purnema","no","ULBM",,,,,"Аэропорт Пурнема, УЛБМ"
44849,"ULBO","small_airport","Shoyna Airport",67.86900329589844,44.1510009765625,,"EU","RU","RU-NEN","Shoyna","no","ULBO",,,,,"Аэропорт Шойна"
44757,"ULBZ","small_airport","Letnyaya Zolotitsa Airport",64.9599990845,36.8300018311,16,"EU","RU","RU-ARK","Letnyaya Zolotitsa","no","ULBZ",,,,,"Аэропорт Летняя Золотица, УЛБЗ"
30643,"ULDD","medium_airport","Amderma Airport",69.76329803466797,61.556400299072266,13,"AS","RU","RU-NEN","Amderma","yes","ULDD","AMV",,,"http://en.wikipedia.org/wiki/Amderma_Airport",
43965,"ULDT","small_airport","Karatayka Airport",68.75,61.42499923706055,39,"AS","RU","RU-NEN","Karatayka","no","ULDT",,,,,"Аэропорт Каратайка"
43672,"ULDW","small_airport","Varandey Airport",68.848503112793,58.201400756836,39,"EU","RU","RU-NEN","Varandey","no","ULDW","VRI",,,,"Varandei Airport, Аэропорт Варандей"
44852,"ULEH","small_airport","Khorey-Ver Airport",67.41500091552734,58.04499816894531,,"EU","RU","RU-ARK","Khorey-Ver","no","ULEH",,,,,"Аэропорт Хорей-Вер"
44853,"ULER","small_airport","Kharuta Airport",66.84700012207031,59.54499816894531,,"EU","RU","RU-NEN","Kharuta","no","ULER",,,,,"Аэропорт Харута"
300611,"ULH","medium_airport","Majeed Bin Abdulaziz Airport",26.48,38.1288888889,2050,"AS","SA","SA-03","Al Ula","no","OEAO","ULH",,,"http://en.wikipedia.org/wiki/Prince_Abdul_Majeed_bin_Abdulaziz_Domestic_Airport",
44851,"ULIC","small_airport","Tsenogora Airport",64.8870010376,46.7210006714,262,"EU","RU","RU-ARK","Tsenogora","no","ULJC",,,,,"Аэропорт Ценогора, УЛЙЦ"
46486,"ULJO","small_airport","Olema Airport",64.495,46.14666,164,"EU","RU","RU-ARK","Olema","no","ULJO",,,,,"Аэропорт Олема, УЛЙО"
31780,"ULKK","medium_airport","Kotlas Airport",61.235801696777344,46.6974983215332,184,"EU","RU","RU-ARK","Kotlas","yes","ULKK","KSZ",,,"http://en.wikipedia.org/wiki/Kotlas_Airport","Аэропорт Котлас"
44900,"ULKO","small_airport","Oktyabrskiy Airport",61.07899856567383,43.19900131225586,,"EU","RU","RU-ARK","Oktyabrskiy","no","ULKO",,,,,"Oktyabrsky Airport, Аэропорт Октябрьский"
35073,"ULKS","small_airport","Savvatiya Air Base",60.994998931884766,46.869998931884766,318,"EU","RU","RU-ARK","Kotlas","no","ULKS",,,,"http://en.wikipedia.org/wiki/Savatiya","Kotlas South, Savati, Savatiya, Савватия ,Саватия"
44606,"ULKW","small_airport","Velsk Airport",61.040000915527344,42.099998474121094,,"EU","RU","RU-ARK","Velsk","no","ULKW",,,,,"Аэропорт Вельск"
6489,"ULLI","large_airport","Pulkovo Airport",59.80030059814453,30.262500762939453,78,"EU","RU","RU-SPE","St. Petersburg","yes","ULLI","LED",,"http://www.pulkovoairport.ru/","http://en.wikipedia.org/wiki/Pulkovo_Airport","Аэропо́рт Пу́лково, Leningrad, Shosseynaya Airport, Saint Petersburg, Petrograd"
34932,"ULLP","medium_airport","Pushkin Airport",59.6850013733,30.338300705,230,"EU","RU","RU-SPE","St. Petersburg","no","ULLP",,"USP1",,"http://en.wikipedia.org/wiki/Pushkin_Airport","Аэропорт Пушкин"
35081,"ULLS","medium_airport","Siversky Air Base",59.3567008972168,30.036699295043945,341,"EU","RU","RU-LEN","Siversky","no","ULLS",,,,"http://en.wikipedia.org/wiki/Siversky_(air_base)",
44753,"ULMA","small_airport","Umba Airport",66.6969985962,34.3870010376,122,"EU","RU","RU-MUR","Umba","no","ULMA",,,,,"Аэропорт Умба, УЛМА"
315541,"ULMB","small_airport","Vaszuga Airport",66.4117,36.594,168,"EU","RU","RU-MUR","Varzuga","no","ULMB",,"ULMB",,,"УЛМБ, Варзуга"
35001,"ULMK","small_airport","Kirovsk-Apatity Airport",67.46330261230469,33.58829879760742,515,"EU","RU","RU-MUR","Apatity","no","ULMK","KVK",,"http://www.airkirovsk.ru/","http://en.wikipedia.org/wiki/Kirovsk-Apatity_Airport","Kirovsk Airport, Apatity Airport, Аэропорт Кировск, Аэропорт Апатиты"
6490,"ULMM","medium_airport","Murmansk Airport",68.78170013427734,32.75080108642578,266,"EU","RU","RU-MUR","Murmansk","yes","ULMM","MMK",,"http://www.airport-murmansk.ru/","http://en.wikipedia.org/wiki/Murmansk_Airport",
315542,"ULMN","closed","Kuzomen Airport",66.28,36.87,3,"EU","RU","RU-MUR","Kuzomen","no","ULMN",,"ULMN",,,"УЛМН, Кузомень"
315538,"ULMO","closed","Ponoy Airfield",67.11,41.106,545,"EU","RU","RU-MUR","Ponoy","no","ULMO",,"ULMO",,,"УЛМО, Поной"
44762,"ULMX","small_airport","Krasnoshchelye Airport",67.34799957279999,37.0769996643,492,"EU","RU","RU-MUR","Krasnoshchelye","no","ULMX",,,,,"Krasnoschelye Airport, Аэропорт Краснощелье, УЛМЬ"
44748,"ULNB","small_airport","Borovichi Airport",58.43600082397461,33.888999938964844,,"EU","RU","RU-NGR","Borovichi","no","ULNB",,,,,"Аэропорт Боровичи"
44750,"ULNM","closed","Maryovo Airport",57.31999969482422,32.04999923706055,,"EU","RU","RU-NGR","Maryovo","no","ULNM",,,,,"Marevo Airport, Аэропорт Марёво, Аэропорт Марево"
42972,"ULNN","closed","Novgorod Airport",58.49330139160156,31.24169921875,85,"EU","RU","RU-NGR","Velikiy Novgorod","no","ULNN","NVR",,,"http://en.wikipedia.org/wiki/Novgorod_Airport","Old Novgorod, Аэропорт Новгород"
44749,"ULNP","closed","Pestovo Airport",58.608001708984375,35.779998779296875,,"EU","RU","RU-NGR","Pestovo","no","ULNP",,,,,"Аэропорт Пестово"
42973,"ULNR","medium_airport","Staraya Russa Airport",57.96139907836914,31.3843994140625,52,"EU","RU","RU-NGR","Staraya Russa","no","ULNR",,,,"http://en.wikipedia.org/wiki/Staraya_Russa_Airport","Staraya Rossiya"
32584,"ULOL","medium_airport","Velikiye Luki Airport",56.381099700927734,30.60810089111328,328,"EU","RU","RU-PSK","Velikiye Luki","no","ULOL","VLU",,,"http://en.wikipedia.org/wiki/Velikiye_Luki_Airport",
6491,"ULOO","medium_airport","Pskov Airport",57.78390121459961,28.395599365234375,154,"EU","RU","RU-PSK","Pskov","yes","ULOO","PKV",,,"http://en.wikipedia.org/wiki/Pskov_Airport",
44657,"ULPA","small_airport","Pudozh Airport",61.8250007629,36.5800018311,144,"EU","RU","RU-KR","Pudozh","yes","ULPA",,,,,"Аэропорт Пудож, УЛПА"
6492,"ULPB","medium_airport","Petrozavodsk Airport",61.88520050048828,34.154701232910156,151,"EU","RU","RU-KR","Petrozavodsk","yes","ULPB","PES",,,"http://en.wikipedia.org/wiki/Petrozavodsk_Airport","Besovets Airport, Аэропорт Петрозаводск, Аэропорт Бесовец"
43964,"ULPK","small_airport","Kalevala Airport",65.2099990845,31.1350002289,377,"EU","RU","RU-KR","Kalevala","no","ULPK",,,,,"Аэропорт Калевала, УЛПК"
43334,"ULPP","medium_airport","Peski Airport",61.83194351196289,34.295555114746094,,"EU","RU","RU-KR","Petrozavodsk","no","ULPP",,,,,"Пески"
44752,"ULPS","small_airport","Segezha Airport",63.7589988708,34.283000946,377,"EU","RU","RU-KR","Segezha","no","ULPS",,,,,"Аэропорт Сегежа, УЛПС"
43333,"ULPW","medium_airport","Sortavala Airport",61.73609924316406,30.673599243164062,,"EU","RU","RU-KR",,"no","ULPW",,,,,"Сортавала"
44769,"ULSL","closed","Lodeynoye Pole Airport",60.716999054,33.561000824,49,"EU","RU","RU-LEN","Lodeynoye Pole","no","ULSL",,,,,"Lodeynoe Pole Airport, Аэропорт Лодейное Поле"
44773,"ULSR","heliport","Strelna Heliport",59.86050033569336,30.052000045776367,16,"EU","RU","RU-SPE","Saint Petersburg","no","ULSR",,,,,"Вертодром Стрельна"
32239,"ULSS","closed","Rzhevka Airport",59.97999954223633,30.585599899291992,56,"EU","RU","RU-LEN","St. Petersburg","no","ULSS","RVH",,"http://www.airport-rzhevka.ru/","http://en.wikipedia.org/wiki/Rzhevka_Airport","Smolnaya Airfield, Smolnoye Airfield, Аэропорт Ржевка, Аэродром Смольная, Аэродром Смольное"
44747,"ULWK","small_airport","Kichmengskiy Gorodok Airport",59.97700119018555,45.82500076293945,,"EU","RU","RU-VLG","Kichmengskiy Gorodok","yes","ULWK",,,,,"Kichmengsky Gorodok Airport, Аэропорт Кичменгский Городок"
44607,"ULWR","small_airport","Vytegra Airport",61.032001495399996,36.4350013733,217,"EU","RU","RU-VLG","Vytegra","yes","ULWR",,,,,"Аэропорт Вытегра, УЛВР"
46286,"ULWT","closed","Totma Airport",59.9835754516,42.7672863007,,"EU","RU","RU-VLG","Totma","no","ULWT",,,,,"Totma Airport, Аэропорт Тотьма, УЛВТ"
32571,"ULWW","medium_airport","Vologda Airport",59.282501220703125,39.944400787353516,387,"EU","RU","RU-VLG","Vologda","no","ULWW","VGD",,,"http://en.wikipedia.org/wiki/Vologda_Airport","Аэропорт Вологда"
41499,"UM-0001","closed","Midway Eastern Island Airfield",28.209396362304688,-177.33090209960938,,"OC","UM","UM-71","Eastern Island","no",,,,,,
6495,"UMBB","medium_airport","Brest Airport",52.108299,23.8981,468,"EU","BY","BY-BR","Brest","yes","UMBB","BQT",,,"https://en.wikipedia.org/wiki/Brest_Airport","Аэропорт Брест"
308493,"UMBK","small_airport","Borisovo Airport",52.164,24.3999,463,"EU","BY","BY-BR","Barysava","no","UMBK",,,,,
6496,"UMGG","medium_airport","Gomel Airport",52.527000427246094,31.016700744628906,472,"EU","BY","BY-HO","Gomel","yes","UMGG","GME",,"http://www.gomelavia.com/","http://en.wikipedia.org/wiki/Gomel_Airport",
6497,"UMII","medium_airport","Vitebsk Vostochny Airport",55.126499176025,30.349599838257,682,"EU","BY","BY-VI","Vitebsk","no","UMII","VTB",,,"http://en.wikipedia.org/wiki/Vitebsk_Vostochny_Airport","УМІІ, УМИИ, Vitebsk Southeast, Vitebsk East Airport, Аэрапорт Віцебск, Аэропорт Витебск"
6498,"UMKK","medium_airport","Khrabrovo Airport",54.88999938964844,20.592599868774414,42,"EU","RU","RU-KGD","Kaliningrad","yes","UMKK","KGD",,,"http://en.wikipedia.org/wiki/Khrabrovo_Airport",
30140,"UMLI","small_airport","Minsk Machulishchy Airport",53.773300170899994,27.579999923699997,699,"EU","BY","BY-MI","Minsk","no","UMLI",,,,,"Minsk Machulishchi Airport, Аэрапорт Мачулішчы, Аэропорт Мачулищи"
44338,"UMMA","medium_airport","Baranavichi Air Base",53.099998474121094,26.049999237060547,,"EU","BY","BY-BR","Baranavichi","no","UMMA",,,,,"Baranovichi Air Base, Аэродром Барановичи"
41134,"UMMB","small_airport","Borovaya Airfield",53.9604611,27.6505961,,"EU","BY","BY-MI","Minsk","no","UMMB",,,"http://aeroclub-minsk.by/",,
6499,"UMMG","medium_airport","Hrodna Airport",53.60200119018555,24.053800582885742,443,"EU","BY","BY-HR","Hrodna","yes","UMMG","GNA",,,"http://en.wikipedia.org/wiki/Hrodna_Airport","Grodno Airport, Гро́дна"
6500,"UMMM","medium_airport","Minsk 1 Airport",53.864498138427734,27.53969955444336,748,"EU","BY","BY-MI","Minsk","yes","UMMM","MHP",,,"http://en.wikipedia.org/wiki/Minsk-1",
46166,"UMMR","small_airport","Ross Air Base",53.303,24.369,,"EU","BY","BY-HR","Ross","no","UMMR",,,,,"Аэродром Россь, УММР"
6501,"UMMS","large_airport","Minsk National Airport",53.882499694824,28.030700683594,670,"EU","BY","BY-MI","Minsk","yes","UMMS","MSQ",,"http://airport.by/en","http://en.wikipedia.org/wiki/Minsk_National_Airport","Нацыянальны аэрапорт, Minsk 2 Airport"
44375,"UMNB","medium_airport","Babruisk Air Base",53.105,29.205,502,"EU","BY","BY-MA","Babruisk","no","UMNB",,,,"https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B1%D1%80%D1%83%D0%B9%D1%81%D0%BA_(%D0%B0%D1%8D%D1%80%D0%BE%D0%B4%D1%80%D0%BE%D0%BC","Bobruisk Air Base, Babruysk Air Base, Bobruysk Air Base, Аэродром Бабруйск, Аэродром Бобруйск"
46155,"UMNM","small_airport","Novo-Pashkovo Airport",53.945,30.244,,"EU","BY","BY-MA","Mahiylow","no","UMNM",,,,,"Аэропорт Ново-Пашково, УМНМ"
46167,"UMNV","small_airport","Pruzhany Air Base",52.582295731799995,24.379863739,,"EU","BY","BY-BR","Pruzhany","no","UMNV",,,,,"Аэродром Пружаны, УМНЖ"
6502,"UMOO","medium_airport","Mogilev Airport",53.954898834228516,30.09510040283203,637,"EU","BY","BY-MA","Mogilev","yes","UMOO","MVQ",,,"http://en.wikipedia.org/wiki/Mogilev_Airport",
6503,"UNAA","medium_airport","Abakan Airport",53.7400016784668,91.38500213623047,831,"AS","RU","RU-KK","Abakan","yes","UNAA","ABA",,,"http://en.wikipedia.org/wiki/Abakan_Airport",
44612,"UNAU","small_airport","Shushenskoye Airport",53.3849983215332,92.04499816894531,,"AS","RU","RU-KYA","Kazantsevo","yes","UNAU",,,,,"Shushenskoe Airport, Kazantsevo Airport, Аэропорт Шушенское, Аэропорт Казанцево"
44358,"UNBA","closed","Kosh-Agach Airport",49.946998596191406,88.625,,"AS","RU","RU-AL",,"no","UNBA",,,,,"Аэропорт Кош-Агач"
6504,"UNBB","medium_airport","Barnaul Airport",53.363800048828125,83.53849792480469,837,"AS","RU","RU-ALT","Barnaul","yes","UNBB","BAX",,"http://airaltay.ru/","http://en.wikipedia.org/wiki/Barnaul_Airport","Аэропорт Барнаул, Barnaul West, Mikhaylovka, Novomikhaylovka"
315320,"UNBC","heliport","Akkem Heliport",49.9071,86.5442,6695,"EU","RU","RU-AL","Akkem Lake","no","UNBC",,"UNBC",,,"УНБЦ, Аккем"
42913,"UNBG","medium_airport","Gorno-Altaysk Airport",51.9667015076,85.8332977295,965,"AS","RU","RU-AL","Gorno-Altaysk","no","UNBG","RGK",,,"http://en.wikipedia.org/wiki/Gorno-Altaysk_Airport","Аэропорт Горно-Алтайск"
42911,"UNBI","small_airport","Biysk Airport",52.47999954223633,85.33999633789062,620,"AS","RU","RU-ALT","Biysk","yes","UNBI",,,,"http://en.wikipedia.org/wiki/Biysk_Airport","Аэропорт Бийск"
46261,"UNBM","small_airport","Volchikha Airport",52.0250889138,80.3378677368,,"EU","RU","RU-ALT","Volchikha","no","UNBM",,,,,"Аэропорт Волчиха, УНБМ"
42912,"UNBR","closed","Rubtsovsk Airport",51.58333206176758,81.19999694824219,709,"AS","RU","RU-ALT","Rubtsovsk","no","UNBR",,,,"http://en.wikipedia.org/wiki/Rubtsovsk_Airport",
44354,"UNBU","small_airport","Ust-Koksa Airport",50.26499938964844,85.70999908447266,,"AS","RU","RU-AL","Ust-Koksa Airport","no","UNBU",,,,,"Аэропорт Усть-Кокса"
42975,"UNCC","medium_airport","Novosibirsk North Airport",55.09170150756836,82.90670013427734,558,"AS","RU","RU-NVS","Novosibirsk","no","UNCC",,,,"http://en.wikipedia.org/wiki/Severny_Airport","Аэропорт Северный, Severny Airport"
315338,"UNEA","heliport","Anzhero-Sudzhensk Heliport",56.1498,86.0538,748,"EU","RU","RU-KAM","Anzhero-Sudzhensk","no","UNEA",,"UNEA",,,"УНЕА, Анжеро-Судженск"
6505,"UNEE","medium_airport","Kemerovo Airport",55.27009963989258,86.1072006225586,863,"AS","RU","RU-KEM","Kemerovo","yes","UNEE","KEJ",,,"http://en.wikipedia.org/wiki/Kemerovo_Airport",
315321,"UNHA","small_airport","Aksenovo Airport",58.9327,101.5735,580,"EU","RU","RU-KYA","Aksenovo","no","UNHA",,"UNHA",,,"УНХА, Аксеново"
315499,"UNHT","small_airport","Tura Airport",64.2821,100.2035,600,"EU","RU","RU-KYA","Tura","no","UNHT",,"UNHT",,,"УНХТ, Тура - МВЛ"
315318,"UNIA","small_airport","Aydara Airport",58.5291,88.4031,373,"EU","RU","RU-KYA","Aydara","no","UNIA",,"UNIA",,,"УНИА, Айдара"
42951,"UNIB","medium_airport","Baykit Airport",61.676700592041016,96.3550033569336,853,"AS","RU","RU-KYA","Baykit","no","UNIB",,,,"http://en.wikipedia.org/wiki/Baykit_Airport","Аэропорт Байкит"
30995,"UNII","medium_airport","Yeniseysk Airport",58.47420120239258,92.11250305175781,253,"AS","RU","RU-KYA","Yeniseysk","yes","UNII","EIE",,,"http://en.wikipedia.org/wiki/Yeniseysk_Airport","Yeniseisk Airport, Аэропорт Енисейск"
44740,"UNIJ","small_airport","Yartsevo Airport",60.255001068115234,90.19499969482422,210,"EU","RU","RU-KYA","Yartsevo","no","UNIJ",,,,,"Аэропорт Ярцево"
42955,"UNIP","medium_airport","Podkamennaya Tunguska Airport",61.589698791503906,89.99400329589844,213,"AS","RU","RU-KYA","Bor","no","UNIP",,,,"http://en.wikipedia.org/wiki/Podkamennaya_Tunguska_Airport","Аэропорт Подкаменная Тунгуска"
42956,"UNIS","medium_airport","Severo-Eniseysk Airport",60.37329864501953,93.01170349121094,1706,"AS","RU","RU-KYA","Severo-Eniseysk","yes","UNIS",,,,"http://en.wikipedia.org/wiki/Severo-Eniseysk_Airport","Severo-Eniseisk Airport, Аэропорт Северо-Енисейск"
32543,"UNIT","small_airport","Tura Mountain Airport",64.333511352539,100.4328918457,2044,"AS","RU","RU-KYA","Tura","yes","UNIT",,,,"http://en.wikipedia.org/wiki/Tura_Airport","УНИТ, Тура / Горный, Tura Northeast"
32544,"UNIW","medium_airport","Vanavara Airport",60.35969924926758,102.3239974975586,892,"AS","RU","RU-KYA","Vanavara","yes","UNIW",,,,"http://en.wikipedia.org/wiki/Vanavara_Airport","Аэропорт Ванавара"
42952,"UNKB","small_airport","Boguchany Airport",58.380615234375,97.47233581542969,446,"AS","RU","RU-KYA","Boguchany","no","UNKB",,,,"http://en.wikipedia.org/wiki/Boguchany_Airport","Аэропорт Богучаны"
43337,"UNKI","small_airport","Kodinsk Airport",58.479400634765625,99.09390258789062,,"AS","RU","RU-KYA",,"no","UNKI",,,,,"Аэропорт Кодинск, Кодинск"
35009,"UNKK","closed","Krasnoyarsk Severniy Airport",56.04169845581055,92.90670013427734,676,"AS","RU","RU-KYA","Krasnoyarsk","no","UNKK",,,,"http://en.wikipedia.org/wiki/Krasnoyarsk_Northeast","Krasnoyarsk Severny Airport, Krasnoyarsk North Airport, Krasnoyarsk Northeast Airport, Аэропорт Красноярск Северный"
6506,"UNKL","large_airport","Yemelyanovo Airport",56.172901153564,92.493301391602,942,"AS","RU","RU-KYA","Krasnoyarsk","yes","UNKL","KJA",,"http://www.yemelyanovo.ru/en/","http://en.wikipedia.org/wiki/Krasnoyarsk_Yemelyanovo_Airport",
44425,"UNKM","medium_airport","Cheremshanka Airport",56.176998138399995,92.5400009155,,"AS","RU","RU-KYA","Krasnoyarsk","yes","UNKM",,,"http://www.cheremshanka.ru/",,"Аэропорт Черемшанка"
42957,"UNKO","medium_airport","Sharypovo Airport",55.454914093,89.1738815308,1099,"AS","RU","RU-KYA","Sharypovo","no","UNKO",,,,"http://en.wikipedia.org/wiki/Sharypovo_Airport","Аэропорт Шарыпово, УНКО"
30616,"UNKS","medium_airport","Achinsk Airport",56.2682991027832,90.57080078125,1033,"AS","RU","RU-KYA","Achinsk","no","UNKS","ACS",,,"http://en.wikipedia.org/wiki/Achinsk_Airport",
31793,"UNKY","medium_airport","Kyzyl Airport",51.66939926147461,94.40059661865234,2123,"AS","RU","RU-TY","Kyzyl","yes","UNKY","KYZ",,,"http://en.wikipedia.org/wiki/Kyzyl_Airport",
32545,"UNLL","small_airport","Kolpashevo Airport",58.32529830932617,82.93250274658203,243,"AS","RU","RU-TOM","Kolpashevo","no","UNLL",,,,"http://en.wikipedia.org/wiki/Kolpashevo_Airport",
308514,"UNLW","small_airport","Novy Vasyugan Airport",58.586,76.504,246,"EU","RU","RU-TOM","Novy Vasyugan","no","UNLW",,,,,
